sentenca,ambiente,bebida,comida,geral,localização,outros,preço,serviço
local muito agradável sempre vou com minha família o atendimento ótimo todos o funcionários são bem atenciosos e sempre que eu quero comer alguma coisa e não sei onde comer vou lá porque sempre está aberto e tem ótimas opções de café da manhã almoço e janta lanche o que você quiser comer provavelmente vai ter lá,0,0,0,1,0,0,0,1
ambiente confortável com atendimento de primeira e comida excelente,1,0,1,0,0,0,0,1
no banzeiro encontramos excelente gastronomia brasileira e regional com pratos elaborados criativos e deliciosos,0,0,1,0,0,0,0,0
sobre o valores é um preço justo a poções são satisfatorias e vale super a pena,0,0,1,1,0,0,1,0
ambiente muito bom o peixe é de primeira,1,0,1,0,0,0,0,0
comida boa e preço justo,0,0,1,0,0,0,1,0
sugiro melhor organização no próximo feriados e data especiais mais,0,0,0,0,0,0,0,1
o restaurante banzeiro é sem dúvidas o melhor restaurante de manaus,0,0,0,1,0,0,0,0
melhor restaurante de culinária local,0,0,0,1,0,0,0,0
o ambiente ornamentado de peças interessantes uma canoa na parede,1,0,0,0,0,0,0,0
bom lugar para jantar,0,0,0,1,0,0,0,0
restaurante bonito bem localizado,1,0,0,0,1,0,0,0
comida gostosa atendimento agradável ambiente aconchegante preço adequado local limpo climatizado de fácil acesso e com muitas vagas p estacionamento,1,0,1,0,1,0,1,1
boa comida por um preço justo,0,0,1,0,0,0,1,0
atendimento ruim garçons desatentos e sem comando,0,0,0,0,0,0,0,1
lugar bacana pratos regionais muito gostosos ma é caro mesmo por outro lado vale pela qualidade,0,0,1,1,0,0,1,0
lugar incrível atendimento excelente preço muito bom e ambiente aconchegante,1,0,0,1,0,0,1,1
utiliza ingredientes locais com requinte e elegância e possui um atendimento excelente,0,0,1,0,0,0,0,1
mesma embalagem vai pro microndas otima ideia e delicioso com preço bom parabens frango mineiro,0,0,1,0,0,0,1,0
ambiente lindíssimo e deliciosas tortas e salgados,1,0,1,0,0,0,0,0
lugar muito confortável ótimo lugar pra levar a família,1,0,0,1,0,0,0,0
excelente café regional tudo maravilhoso atendimento muito bom o x caboquinho muito bom banana fritas deliciosas tapioca maravilhosa só e uma pena funcionar no fim de semana,0,1,1,1,0,0,0,1
muito bom cristiano brito,0,0,0,0,0,1,0,0
avaliações positivas espaço para crianças aparente sucesso de uma rede de restaurantes tudo poderia indicar uma excelente experiência,1,0,0,1,0,0,0,0
atendimento do marcos e rodrigo uchoa ótimos melhores garçons,0,0,0,0,0,0,0,1
uma ótima experiência gastronômica,0,0,1,0,0,0,0,0
bom eu fui no café da br 174 no km 12,0,0,0,0,0,1,0,0
a primeira vez de muitas que virão virei fã,0,0,0,1,0,0,0,0
muito bom preço bom comida boa,0,0,1,0,0,0,1,0
local fantástico acolhedor aconchegante,0,0,0,1,0,0,0,0
ótimo local pra entretenimento com amigo família só achei o cara o preço da comida ma e assim mesmo além shopping,0,0,0,1,0,0,1,0
adoro passar por lá qua do estou em manaus para um café com toque bem regional com tapioca tucumã farofa de charque dentre outras iguarias,0,0,1,0,0,0,0,0
peixe bem servido tempero ok local agradável espaçoso com ar condicionado brinquedoteca atendimento relativamente bom ma o grande pênalti do local é a falta de estacionamento em comparação a um concorrente que está muito próximo,1,0,1,0,1,0,0,1
temperatura ambiente agradável,1,0,0,0,0,0,0,0
lugar bem requintado e comida de alto padrão,0,0,1,1,0,0,0,0
melhor churrascaria de manaus ótimo atendimento,0,0,0,1,0,0,0,1
uma ótima experiência gastronômica,0,0,1,0,0,0,0,0
excelente opção em manaus,0,0,0,1,0,0,0,0
local descontraído e agradável cervejas muito geladas e com preço justo além de apresentação de bandas e cantores mais,1,1,0,0,0,0,1,0
local muito bom e agradável,0,0,0,1,0,0,0,0
com opção de carnes nobres,0,0,1,0,0,0,0,0
o melhor da cidade atendimento 5 estrelas comida e bebidas maravilhosos e ponto de encontro da galera top de manaus,0,1,1,1,0,0,0,1
ate que o atendimento é razoavel ma se esta a procura de coisa melhor este nao seria o lugar qual podes ficar por um bom tempo,0,0,0,0,0,0,0,1
ambiente agradável e aconchegante um excelente atendimento ótimas opções de pratos guarnições bem servidas grande variedade de carnes e sobremesas deliciosas,1,0,1,0,0,0,0,1
filum grande para compra,0,0,0,0,0,0,0,1
hambúrguer delicioso e preços variados para todos o bolsos,0,0,1,0,0,0,1,0
excelente cafeteria ambiente confortável limpo e com uma culinária excelente,1,1,1,0,0,0,0,0
hambúrguer delicioso e de qualidade,0,0,1,0,0,0,0,0
amei a matrinchã na farofa com castanha recomendadissimo muito saboroso,0,0,1,0,0,0,0,0
preços acessíveis pizza todos sabores muito bom,0,0,0,0,0,0,1,0
ótimo lugar tranquilo atendimento excelente,0,0,0,1,0,0,0,1
preço justo espaço muito agradável estacionando amplo além de contar com espaço kid maior diferencial deste restaurante em relação aos demais da cidade,1,0,0,0,1,0,1,0
ótimo local para um happy hour com amigo,0,0,0,1,0,0,0,0
comida boa ma atendimento péssimo a um altíssimo custo,0,0,1,0,0,0,1,1
original just a very regular and average burger,0,0,0,0,0,1,0,0
possui sala de jogos para quem aguarda a liberação da pista cerveja gelada e o petiscos a um preço muito justo,1,1,0,0,0,0,1,0
ótimo lugar bem climatizado boa música,1,0,0,1,0,0,0,0
excelente atendimento td maravilhoso parabéns,0,0,0,0,0,0,0,1
comida muito boa,0,0,1,0,0,0,0,0
ambiente familiar,1,0,0,0,0,0,0,0
ambiente agradável ma com muita gente fica apertado e bem barulhento,1,0,0,0,0,0,0,0
bebida gelada e atendimento razoável,0,1,0,0,0,0,0,1
preço justo ambiente super agradável atendimentos muito bom,1,0,0,0,0,0,1,1
quem passa por manaus não pode ficar sem conhecer a famosa costela de tambaqui servida com arroz farinha local e um vinagrete muito bem servido,0,0,1,0,0,0,0,0
acredito que conta com diferencial fundamental para o sucesso do negócio que é a presença do proprietário no salão cumprimentando todos o clientes uma a um,0,0,0,0,0,0,0,1
ambiente limpo confortável atendimento top do garçom muito gentil comida gostosa e rápido lugar bom para lanchar com o amigo,1,0,1,0,0,0,0,1
a comida muito bem temperada e saborosa na temperatura correta,0,0,1,0,0,0,0,0
gostei do ambiente ma a carne achei dura e tive problemas ao efetuar o pagamento demorou mt tempo pra ser resolvido ma tive boa recomendação só não tive sorte,1,0,1,0,0,0,0,1
pense em um restaurante de vanguarda onde a base gastronômica utilizada é fundamentada no temperos naturais da terra,0,0,1,0,0,0,0,0
e temos muito prazer em dizer que o la parrilla é além de um excelente restaurante um lugar para estar com a família e com amigo,0,0,0,1,0,0,0,0
pratos muito bem servidos,0,0,1,0,0,0,0,0
excelente atendimento,0,0,0,0,0,0,0,1
quem gosta de um happy hour é uma boa opção,0,0,0,1,0,0,0,0
acomodações externas muito ruim pessoas fumando em cima da gente no mais ótimo localização,1,0,0,0,1,0,0,0
atendimento correto cardápio satisfatório,0,0,1,0,0,0,0,1
o restaurante conta com comidas típicas da cidade é um local confortável de se estar a comida é excelente atendimento maravilhoso e preços acessíveis,1,0,1,0,0,0,1,1
ótimo lugar com uma variedade interessante de massas,0,0,1,0,0,0,0,0
comida excelente cerveja gelada e atividades acuáticas,0,1,1,0,0,0,0,0
além do pratos bem servidos e saborosos o atendimento é acolhedor com um espaço físico agradável e devidamente climatizado,1,0,1,0,0,0,0,1
preço justo ponto correto da carne e atendimento excelente,0,0,1,0,0,0,1,1
comida regional boa e recepção agradável,0,0,1,0,0,0,0,1
ótimo para casais e encontro com amigo,0,0,0,1,0,0,0,0
local bem tranquilo e familiar,0,0,0,1,0,0,0,0
excelente atendimento lugar aconchegante,1,0,0,0,0,0,0,1
cerveja gelada,0,1,0,0,0,0,0,0
comer bacalhau no alentejo é saborear o melhor em qualidade quantidade e preço bom se compararmos a custo beneficio embora aparentemente o preço aparente ser alto o pratos são muito bem servidos e a qualidade do bacalhau compensa esse valor,0,0,1,0,0,0,1,0
preço acessível,0,0,0,0,0,0,1,0
playlist sensacional ambiente agradável e atendimento excelente,1,0,0,0,0,0,0,1
ambiente agradável atendimento excelente e pratos sofisticados vale cada centavo,1,0,1,0,0,0,1,1
lugar com gente bonita rock bom refrigerado boa musica preço razoável excelente atendimento só precisa ampliar o espaço poi esta pequeno para a quantidade do publico,1,0,0,0,0,0,1,1
uma boa opção,0,0,0,1,0,0,0,0
devido a está ocupado noites por vezes a assistência é lento ou que eles se esqueçam que,0,0,0,0,0,1,0,0
em manaus é o melhor café regional,0,1,0,0,0,0,0,0
para comer uma boa pedida é o sanduíche de pernil e bolinhos de bacalhau,0,0,1,0,0,0,0,0
rápido gostoso preço justo e tem estacionamento,0,0,1,0,1,0,1,1
preço justo comida saborosa fica pronta em pouco tempo,0,0,1,0,0,0,1,1
lugar exelente servicio bom só cardápio limitado por ele valor acho poderiam ser ma abertos a sugestões tipo eu sou mexicano queria uma comida similar tem todo o ingredientes matéria prima e não quiseram fazer falando tá forum do cardápio eu sei ma como falo não custava nada atender ao cliente olha pague 250 reais cobraram 5 reais por persona por cover da música q na verdade nem e boa nem dá pra conversar ahh ma 14 ou 19 reais por área infantil acho também um abuso tem lugares que e de graça,0,0,1,1,0,0,1,1
ótima comida regional ambiente super limpo seguro bem localizado climatizado cardápio em português e inglês boa carta de vinhos dispõe de uma brinquedoteca na parte inferior e um bom estacionamento com staff,1,1,1,0,1,0,0,0
comida bem servida e preço equivalente à qualidade apresentada no pratos,0,0,1,0,0,0,1,0
fui com um grupo grande de 24 pessoas e eles se atrapalharam com o serviço servindo cada prato em momentos diferentes tendo pessoas ainda sem terem sido servidas quando mais,0,0,0,0,0,0,0,1
clima maravilhoso confortável com acesso a brinquedoteca além de um ambiente agradável para reunir com amigo e familiares,1,0,0,0,0,0,0,0
um do melhores restaurantes da cidade de manaus ótimo atendimento e o pedido chega rápido,0,0,0,1,0,0,0,1
maravilhoso atendimento garçom vinicius muito gentil super atencioso e prestativo,0,0,0,0,0,0,0,1
lugar agradável bom pra tomar uma de leve e trocar uma idéia levar a gata tem música ao vivo recomendo,1,1,0,1,0,0,0,0
gosto muito de lá localcalmo ambiente rústico peixes bem preparados um caldinho gostoso e preços módicos,1,0,1,0,0,0,1,0
climatizado com decoração típica do rio grande do sul e excelente atendimento oferece self service e pratos à la carte típicos gaúchos e também da culinária regional e nacional,1,0,1,0,0,0,0,1
sushi delicioso atendimento muito demorado,0,0,1,0,0,0,0,1
top shop bb bom barato ambiente padrão fifa super recomendo mesmo,1,0,0,0,0,0,0,0
atendimento ruim,0,0,0,0,0,0,0,1
ótimo atendimento e bom preço,0,0,0,0,0,0,1,1
lugar ideal para mais,0,0,0,1,0,0,0,0
no geral é um excelente lugar para almoçar,0,0,0,1,0,0,0,0
suchy deliciosos,0,0,1,0,0,0,0,0
lugar aprazível aconchegante ótimo atendimento,1,0,0,0,0,0,0,1
o atendimento é excelente e a comida é muito boa com um diverso buffet,0,0,1,0,0,0,0,1
ótimo atendimento da raynara super atenciosa,0,0,0,0,0,0,0,1
muito boa bom atendimento comida boa,0,0,1,0,0,0,0,1
legítimo representante da cozinha portuguesa,0,0,1,0,0,0,0,0
lugar excelente pra encontros com amigo e reunir com a familia ambiente familiar e aconchegante bom atendimento com petiscos deliciosos e vários tipos de chopp geladíssimo,1,1,1,1,0,0,0,1
a churrascaria serve boa carnes tem um atendimento primoroso e o preço e um tanto caro,0,0,1,0,0,0,1,1
uma melhoria no piso aqui uma elevação ali e não iria custar muito e traria grandes benefício,1,0,0,0,0,0,0,0
super indico crianças até 22 00 hr com se responsáveis,0,0,0,0,0,0,0,1
com um valor ótimo,0,0,0,0,0,0,1,0
ótimo restaurante a comida é deliciosa o preço é bom e o ambiente é muito agradável além do bom atendimento,1,0,1,1,0,0,1,1
o atendimento beira a perfeição e o ambiente é de muito bom gosto,1,0,0,0,0,0,0,1
a costela de tambaqui da unidade do shopping manauará da de dez em outro restaurante famoso de manaus muito saboroso e com uma guarnição quea até da para dividir com mais uma pessoa que coma pouco,0,0,1,0,0,0,0,0
um bom lugar pra se divertir com o amigo,0,0,0,1,0,0,0,0
normalmente muito movimentado e sem distanciamento social oferece diversidade de opções,1,0,1,0,0,0,0,0
a noite nem sempre a picanha é boa frango de leite deve ser pedido ao ponto caso contrário vem ressecado paçoca ruim batata frita muito boa assim como o abacaxi com groselha e gelo arroz de brocolis mto bom estacionamento razoável em toda mais,0,0,1,0,0,0,0,0
muito bom o atendimento do emerson local muito bom,0,0,0,1,0,0,0,1
lugar muito bom familiar comida maravilhosa atendimento muito bom,0,0,1,1,0,0,0,1
sem dúvidas um do melhores churras de manaus preço acessível e atendimento bom,0,0,0,1,0,0,1,1
carnes saborosas com varias opções,0,0,1,0,0,0,0,0
o coco bambu é um restaurante totalmente brasileiro foi uma falta de tato e sensibilidade por parte do músicos fazerem um repertório totalmente estrangeiro,0,0,0,1,0,0,0,1
lugar excelente pra vc se distrair no centro de manaus,0,0,0,1,0,0,0,0
bar tradicional de manaus,0,0,0,1,0,0,0,0
fui numa sexta feira cheguei cedo e aproveitei um ambiente calmo bem organizado,1,0,0,0,0,0,0,0
comida fria pouca variedade de carne tempero razoável não lembra quase nada a comida mineira,0,0,1,0,0,0,0,0
local excelente atendimento na sala de espera ótima comida,0,0,1,1,0,0,0,1
lugar aconchegante pizza saborosa,0,0,1,1,0,0,0,0
preço acessível e comida boa,0,0,1,0,0,0,1,0
grande variedade no buffet carnes deliciosas e bom preço,0,0,1,0,0,0,1,0
uma da melhores pizzarias de manaus excelente massa e recheio bem italiano,0,0,1,1,0,0,0,0
comida muito boa,0,0,1,0,0,0,0,0
ótimo restaurante nem ambientado pratos deliciosos ótimas opções de rodízios único incoveniente e o número de cadeiras que não atende a demanda de pessoas forum isso um ótimo lugar para levar a família e fazer comemoração,1,0,1,1,0,0,0,0
fomos a pizzaria pela boa avaliação desse site ma não tivemos uma experiência boa pizza crua sem molho massa sem tempero pepperoni sem gosto e catupiry de marca genérica,0,0,1,0,0,0,0,0
pizzaria péssima atendimento péssimo,0,0,0,1,0,0,0,1
ótimo lugar para jantar em família amigo ou a doi,0,0,0,1,0,0,0,0
gostei como sempre ma já esta na hora de fazer uma reforma interna deixar o ambiente mais agravel,1,0,0,0,0,0,0,0
ótimo atendimento e um do melhores locais em manaus para comer doces e salgados sem arrependimentos,0,0,1,0,0,0,0,1
farto cardápio com opções bem servidas,0,0,1,0,0,0,0,0
a experiência é sempre ótima sou cliente fiel rsrsdsrsrsrs,0,0,0,1,0,0,0,0
preço justo para quem tem tempo disponível para desfrutar,0,0,0,0,0,0,1,0
o dedé boteco é uma novidade no amazona shopping localizado na praça de alimentação do primeiro piso um local muito aconchegante estilo boteco área interna climatizada e externa ao ar livre wi fi free possui um menu bebidas e gastronomia com chopp gelado cervejas e outros mais,1,1,0,1,0,0,0,0
lugar incrível de se comer e faz r alguma confraternização,0,0,1,0,0,0,0,0
ambiente agradável atendimento super rápido,1,0,0,0,0,0,0,1
como sempre fui muito bem atendido na búfalo mesmo atualmente que estão com promoção de 2ª a 6ª o padrão da comida e atendimento continuam o mesmos acho que poderia ter mais opção na tábua de frios para do salad bar ma isso seria só mais,0,0,1,0,0,0,0,1
carnes maravilhosas custo benefício atendimento de primeira ambiente agradável música ambiente sensacional,1,0,1,0,0,0,1,1
lugar moderno,0,0,0,1,0,0,0,0
lugar mais que aconchegante com preço justo comida deliciosa e impecável na preparação e apresentação,1,0,1,0,0,0,1,0
atendimento de altíssima qualidade,0,0,0,0,0,0,0,1
muito bom cafés incríveis e bolo deliciosos ótima experiência e local aconchegante,1,1,1,1,0,0,0,0
comida deliciosa ambiente agradavel e charmoso bem localizado,1,0,1,0,1,0,0,0
uma ótima opção para conhecer um pouco de manaus restaurante flutuante no rio negro com estrutura de lazer e ambiente agradável,1,0,0,1,0,0,0,0
comida maravilhosa como sempre e adoramos o atendimento do garçom adriano que foi super simpático na entrega da nossas bebidas,0,0,1,0,0,0,0,1
ótimo atendimento e rápido bacana,0,0,0,0,0,0,0,1
fui três vezes com a família para jantar 7 pessoas e sempre manteve o bom nível,0,0,0,1,0,0,0,0
atendimento nota 10 nossos pratos foram servidos com perfeição desde o atendimento até a finalização com o maravilhosos brownie e cocada com sorvete obrigado por servir a nossa família a ano,0,0,1,0,0,0,0,1
restaurante excelente otima localização cardápio completo atendimento diferenciado pessoal organizado ambiente limpo e confortável,1,0,1,1,1,0,0,1
apenas o local é ruim porque não tem espaço suficiente pro clientes,1,0,0,0,0,0,0,0
a única coisa que fica a desejar é o preço principalmente do vinhos que sempre são cobrados com uma boa margem de lucro para o restaurante,0,0,0,0,0,0,1,0
um lugar aconchegante requintado de boa comida,1,0,1,0,0,0,0,0
há uma grande variedade de lanches típicos e saliento aqui também o tacacá que achei ótimo mais,0,0,1,0,0,0,0,0
comida maravilhosa,0,0,1,0,0,0,0,0
top a noite caribenha,0,0,0,0,0,1,0,0
excelente restaurante,0,0,0,1,0,0,0,0
o local oferece um ambiente agradável para reunir família e amigo,1,0,0,0,0,0,0,0
comida variada deliciosa e em porções boa preço bom cerveja gelada e a muitas cachaças de diversas marcas e sabores apenas o atendimento que não é 100,0,1,1,0,0,0,0,1
o melhor bar com música ao vivo é o melhor samba,1,0,0,0,0,0,0,0
melhor restaurante de manaus,0,0,0,1,0,0,0,0
quem gosta de peixe terá o melhores pratos neste restaurante,0,0,1,0,0,0,0,0
boa carta de vinho,0,1,0,0,0,0,0,0
de sobremesa um pudim incrível com mais,0,0,1,0,0,0,0,0
ótima comida lugar agradável e atendimento excepcional,0,0,1,1,0,0,0,1
aperitivos de boa qualidade e bom atendimento,0,0,1,0,0,0,0,1
é um restaurante típico ma tem que ter coca cola,0,1,0,1,0,0,0,0
comida regional de qualidade boa opções no buffet e atendimento de qualidade,0,0,1,0,0,0,0,1
estava gostoso atendimento bom e não deixou nada a desejar,0,0,1,0,0,0,0,1
comida gostosa preço equivalente aos outros lugares cerveja canela de pedreiro e espetáculo massa,1,1,1,0,0,0,1,0
ótimas carnes sabores grandes variedades de porções no cardápio muito bom,0,0,1,0,0,0,0,0
ótima comida regional,0,0,1,0,0,0,0,0
comida regional sem regionalismo pronta pra surpreender paladares exigentes,0,0,1,0,0,0,0,0
pedimos 1 sanduíche brioche misto 1 croque monsieur 2 sucos 1 fatia de torta beijinho tudo muito bom adorei ma o valor de 98 20 reais caro né,0,0,1,0,0,0,1,0
café delicioso,0,1,0,0,0,0,0,0
se ir embora de lá não for um problema pra vc é um lugar bem bacana no meio do rio e da pra comer pratos por volta de 90 reais duas pessoas e pedir cerveja original de 600 por 15 reais,0,0,0,0,1,0,0,0
não sei o que fazem com o limão ma pelo gosto é limão do outro dia muito ruim fui uma vez pedi o chopp sujo e o gosto do chopp parecia que o limão estava estragado fui outra vez outro dia pra ter certeza é o mesmo problema não recomendo de forma alguma,0,1,1,0,0,0,0,0
ambiente agradável pé direito alto situa se no segundo andar do prédio,1,0,0,0,0,0,0,0
preço justo para manaus,0,0,0,0,0,0,1,0
comida muuuito boa,0,0,1,0,0,0,0,0
é um bar comum ma com uma localização invejável a partir da 17 horas coloca suas mesa na rua literalmente,0,0,0,1,1,0,0,0
lugar lindo agradável atendimento excelente e comida maravilhosa,0,0,1,1,0,0,0,1
enorme variedade de cervejas e pratos típicos alemãs maravilhosos,0,1,1,0,0,0,0,0
pratos fartos e com bom custo benefício,0,0,1,0,0,0,1,0
ótimo atendimento excelente comidas de ótima qualidade,0,0,1,0,0,0,0,1
tradução do google a opção vegana não foi tão boa ma adorei o ketchup de curry e chipotle,0,0,1,0,0,0,0,0
ótimo restaurante ambiente calmo e moderno mesa bem distruídas a pesar do espaço não ser grande com bom atendimento,1,0,0,1,0,0,0,1
ótimo espaço para confraternizações familiares e empresariais,1,0,0,0,0,0,0,0
comida boa ma nada de sensacional,0,0,1,0,0,0,0,0
o garçom que ficou responsável foi o ezaquiel ótimo do começo ao fim,0,0,0,0,0,0,0,1
trata se de uma excelente opção para um encontro casual de amigo,0,0,0,1,0,0,0,0
decoração impecável sofisticada e leve,1,0,0,0,0,0,0,0
deveria melhorar a refrigeração interna,1,0,0,0,0,0,0,0
para o ribeirinhos amazônicos banzeiro é a agitação da águas feita pelos ventos,0,0,0,0,0,1,0,0
tudo de bom nhami nhami,0,0,0,0,0,1,0,0
paguei caro por um atendimento péssimo fiquei envergonhado com a família,0,0,0,0,0,0,1,1
atendimento atencioso,0,0,0,0,0,0,0,1
local e músicas muito bom super bem atendida ma a pizza é muito ruim,1,0,1,0,0,0,0,1
peixe muito gostoso nota 10,0,0,1,0,0,0,0,0
o atendimento é excelente comida deliciosa e ambiente aconchegante,1,0,1,0,0,0,0,1
restaurante maravilhoso todos o pratos são muito bem servidos,0,0,1,1,0,0,0,0
comida caprichada e preço justo,0,0,1,0,0,0,1,0
incrível amo esse lugar,0,0,0,1,0,0,0,0
o estacionamento fica por traz do centro comercial ma o mais utilizado é o da frente do restaurante na rua,0,0,0,0,0,1,0,0
lugar mega agradável com tudo bom e a preço justo,0,0,0,1,0,0,1,0
para o ribeirinhos amazônicos banzeiro é a agitação da águas feita pelos ventos,0,0,0,0,0,1,0,0
lugar exelente servicio bom só cardápio limitado por ele valor acho poderiam ser ma abertos a sugestões tipo eu sou mexicano queria uma comida similar tem todo o ingredientes matéria prima e não quiseram fazer falando tá forum do cardápio eu sei ma como falo não custava nada atender ao cliente olha pague 250 reais cobraram 5 reais por persona por cover da música q na verdade nem e boa nem dá pra conversar ahh ma 14 ou 19 reais por área infantil acho também um abuso tem lugares que e de graça,0,0,0,0,0,1,0,0
ótimo lugar melhor custo benefício,0,0,0,1,0,0,1,0
comida gostosa e preço razoável,0,0,1,0,0,0,1,0
funcionários excelentes rodízio bem servido muito barulho normal para um público jovem,1,0,1,0,0,0,0,1
tiveram duas coisas negativas primeiro o espaço muito pequeno e apertado na hora de ir embora foi difícil saí estávamos sentado do outro lado do salão e complicou,1,0,0,0,0,0,0,0
excelente atendimento é uma comida maravilhosa,0,0,1,0,0,0,0,1
musica ambiente,1,0,0,0,0,0,0,0
boa comida ambiente agradável música boa atendimento excelente rafael vieira,1,0,1,0,0,0,0,1
é uma boa opção para almoço com amigo quando não se quer gastar tanto indo em um rodízio,0,0,0,1,0,0,1,0
preço justo,0,0,0,0,0,0,1,0
a matrinxã recheada estava incrível de macia e gostosa e o preços têm ótimo custo benefício,0,0,1,0,0,0,1,0
não gostei do lugar atendimento muito demorado som alto demais não dar conversar o rapaz que fica na entra e na saída super mal educado e outra muito caro a coisas por lá,0,0,0,0,0,0,0,1
se é carne de qualidade que procura aqui é uma da melhores churrascarias da cidade,0,0,1,1,0,0,0,0
local bonito e agradável com som ambiente garçom mayk super atencioso a comida estava incrível,1,0,1,1,0,0,0,1
comida boa com um preço melhor ainda o sistema de buffet self service a preço único incluindo sobremesas é excelente,0,0,1,0,0,0,1,0
restaurante excelente com o melhor bacalhau de manaus e um do melhores que já comi em qualquer lugar pratos muito bem elaborados saborosos e o bacalhau é de fato do bons,0,0,1,1,0,0,0,0
pra padrão de qualidade do restaurante é um ótimo custo benefício ainda mais no happy hour em que várias entradas e bebidas custam a metade do preço normal,0,0,0,0,0,0,1,0
restaurante sofisticado é uma ótima opção para quem quer comer comida típica,0,0,1,1,0,0,0,0
sem contar que o preço é muito mais em conta do que de outras peixarias mais renomadas encontradas ao entorno da zona sul,0,0,0,0,0,0,1,0
comida boa,0,0,1,0,0,0,0,0
preço justo bom atendimento comida ótima,0,0,1,0,0,0,1,1
ótimo local,0,0,0,1,0,0,0,0
excelente restaurante na cachoeirinha,0,0,0,1,0,0,0,0
lugar tradicional de um buteco ao lado do teatro em manaus experimente o bolinhos de bacalhau,0,0,1,1,0,0,0,0
ótima comida e preço bom,0,0,1,0,0,0,1,0
ótimo bar local para um lanche rápido com cervejas locais e conversar com pessoas locais agradáveis,1,1,1,0,0,0,0,0
é um simpático restaurante de peixe amazônico próximo ao hotel em que estive hospedado blue tree premium,0,0,0,1,0,0,0,0
melhor picanha filé linguiça com queijo steak de alcatra na parrilla além de ter carnes tradicionais bebidas e sobremesas e o que mais você quiser pedir,0,1,1,0,0,0,0,0
excelente atendimento serviço muito rápido e tudo uma delícia,0,0,1,0,0,0,0,1
otimo lugar pratos deliciosos ambiente familiar,1,0,1,1,0,0,0,0
o melhor restaurante de peixe gourmet de manaus,0,0,1,0,0,0,0,0
o cookie surpreendeu é bom um pouco doce como a maioria do doces brasileiros ma e bom,0,0,1,0,0,0,0,0
ótimo restaurante para quem aprecia um boa culinária chinesa bem localizado e com ótimos funcionais e preços justos,0,0,1,0,1,0,1,1
um ótimo lugar para reunir o amigo e a família para degustar de uma excelente culinária regional ótimo atendimento e uma comida de excelência,0,0,1,1,0,0,0,1
